Episode,Reward,Loss
1,4.281100324234353,0.18575729234086816
2,4.236782977450693,0.13433199784417968
3,5.182783031529287,0.0952410156269597
4,4.692174721078986,0.07350389059733639
5,4.856250728940353,0.06171369250581858
6,4.574335727661547,0.09915729227123526
7,4.509349941200567,0.11328195444438398
8,4.4708302880601,0.09529732180201837
9,4.459417817119981,0.08344156239069936
10,5.1084113824515605,0.10600233948027771
11,4.657650624767078,0.08914994941909125
12,4.405929079501487,0.09875033116259008
13,4.386211733131873,0.11503112888700076
14,4.65676444453598,0.07199356314734937
15,4.995302231344888,0.09233781619522101
16,4.988860334829905,0.08105848198082602
17,5.01883065997956,0.06814956718873792
18,5.15312386519289,0.059056354797123345
19,4.69820013664234,0.07502561060265082
20,4.354442986789534,0.0912673171677526
21,4.667464217320395,0.09918063317336939
22,4.877106386498191,0.07999050434712986
23,4.607103020637535,0.08118690366517849
24,4.916278875149774,0.08443796098240722
25,4.861080617721236,0.08426641795438444
26,4.619667070851428,0.08831988235986032
27,4.683872883871946,0.0957131712476998
28,4.345277527168278,0.08909790153857908
29,4.415540209845386,0.09295500476584032
30,4.084124270436458,0.11301054961909024
31,4.88448049741374,0.09408771998602092
32,4.563694370272054,0.09575592146765644
33,4.575902038489456,0.07360652038427819
34,5.082765139577853,0.07155248683073061
35,4.860270558971454,0.06774153464543248
36,5.1291228707513925,0.07748940187416518
37,5.225080793690717,0.05744055747276538
38,4.557099539725342,0.08094403300348608
39,4.2525772581554895,0.12403925081326415
40,4.244674427003087,0.11896515773324084
41,4.447931994342911,0.0910622196090805
42,4.877465669428214,0.08732575674345815
43,4.589017101984152,0.09921438442340477
44,4.273093707359141,0.10055495547526457
45,5.001715336250335,0.07575976351180534
46,5.36294062930553,0.07162747791349766
47,3.791475907806215,0.1419804280715918
48,4.682027047474224,0.0930415541961449
49,4.294225856335517,0.091357422894809
50,4.704262862357978,0.10907343272780762
51,4.885014060957544,0.07384556728131701
52,4.750551552495445,0.10556066599392991
53,4.566771618025977,0.07578584992103006
54,4.943593168727928,0.09120726473241295
55,4.791664589396861,0.07408671096421789
56,4.43916189813515,0.08976337403624733
57,4.9713096843349796,0.08195014309280112
58,5.020001495587773,0.06726327299156724
59,5.15767532946535,0.057621009872748964
60,4.678242394814233,0.09421105354921305
61,4.762141646571843,0.07079748197476034
62,4.808210561093986,0.0855525928788391
63,4.866000779431374,0.0771240920480163
64,4.725804427527404,0.07791650869204307
65,5.15017974208777,0.06611672170823647
66,5.175521974528486,0.06363572643408388
67,4.800015289762434,0.06561367701867371
68,4.679006726213758,0.08327072897059502
69,4.774271723525462,0.08585542732957219
70,4.600648875633062,0.07563579898876449
71,4.749707724551121,0.08723678463898886
72,4.386424819471185,0.0883142315552376
73,4.948172282265067,0.08424506704241641
74,4.594509621565309,0.08799447797517213
75,4.782964113067017,0.06643142091952617
76,4.606963326934229,0.0799507207633026
77,4.387623698909341,0.10564765834020903
78,4.593580677229668,0.06894770366747685
79,4.342109037382664,0.09736366191987494
80,4.773217332055718,0.09938487486346316
