Episode,Reward,Loss
1,4.281100324234353,0.14954616452389408
2,4.236782977450693,0.2240740619359141
3,5.182783031529287,0.13290236357026028
4,4.692174721078986,0.09404531449232499
5,4.856250728940353,0.09416651361092611
6,4.574335727661547,0.112755493652886
7,4.509349941200567,0.11358211027047624
8,4.4708302880601,0.142027208862922
9,4.459417817119981,0.1040836009200656
10,5.1084113824515605,0.14040666440453237
11,4.657650624767078,0.10104235309569574
12,4.405929079501487,0.10097781487001509
13,4.386211733131873,0.12653790410426177
14,4.65676444453598,0.09545213817006884
15,4.995302231344888,0.1077902310041322
16,4.988860334829905,0.07723676740898631
17,5.01883065997956,0.08112032956724377
18,5.15312386519289,0.07759894289662644
19,4.69820013664234,0.07452497112772441
20,4.354442986789534,0.08769051579592298
21,4.667464217320395,0.10426515833501117
22,4.877106386498191,0.09474866697350084
23,4.607103020637535,0.0909527524659939
24,4.916278875149774,0.09874633994755322
25,4.861080617721236,0.10438780337234262
26,4.619667070851428,0.09238414844332934
27,4.683872883871946,0.11486846264843602
28,4.345277527168278,0.08635520451182055
29,4.415540209845386,0.09184649006319494
30,4.084124270436458,0.12577808391080347
31,4.88448049741374,0.10598312394610752
32,4.563694370272054,0.09802037757544907
33,4.575902038489456,0.08450739917343549
34,5.082765139577853,0.0786489482801381
35,4.860270558971454,0.07998322290316444
36,5.1291228707513925,0.07832490162346661
37,5.225080793690717,0.06126490555158749
38,4.557099539725342,0.08614547192759708
39,4.2525772581554895,0.12273725142553177
40,4.244674427003087,0.13020602032715156
41,4.447931994342911,0.10256699480242507
42,4.877465669428214,0.09948966796345864
43,4.589017101984152,0.09378527208845291
44,4.273093707359141,0.0846226245339749
45,5.001715336250335,0.09301768313312948
46,5.36294062930553,0.070234514044967
47,3.791475907806215,0.1326591266288144
48,4.682027047474224,0.10425976824077399
49,4.294225856335517,0.09380848017534103
50,4.704262862357978,0.12098493227630175
51,4.885014060957544,0.07710252864996144
52,4.750551552495445,0.1126451943468153
53,4.566771618025977,0.08259364256856924
54,4.943593168727928,0.10268301850194272
55,4.791664589396861,0.07489098400412267
56,4.43916189813515,0.08973379850438493
57,4.9713096843349796,0.08385063012141118
58,5.020001495587773,0.07331145571725271
59,5.15767532946535,0.05375243366767358
60,4.678242394814233,0.09175186016577778
61,4.762141646571843,0.07961724555647548
62,4.808210561093986,0.08575993026197717
63,4.866000779431374,0.07667584864284255
64,4.725804427527404,0.07744063857923901
65,5.15017974208777,0.059815945730289685
66,5.175521974528486,0.06457856788257088
